2787,354.7
2991,-100.8
3010,-559
3028,-195
4031,220.4
4032,-806
4039,60
4066,-86
4253,-298
4319,695
4320,-95.5
4359,-19.5
4366,-258
4449,-375.7
4463,571
4499,136
4565,-148.5
4581,98
4590,207.5
5753,46.5
5754,61.5
4621,81.7
4645,186.5
4664,84
4677,559
4688,217.5
4713,-312.5
4714,154.5
4727,366
5752,37
4742,-161
4775,161.5
4806,232
4809,451
4813,-249.5
4814,67.5
4892,375
4919,83
4920,-299.1
4925,332.5
4950,301
4958,116.5
4966,136.5
4973,-364.5
4974,-86
4975,-7.5
5004,89.5
5013,71
5020,409
5028,373
5054,-474.8
5083,-143
5091,-144
5093,-79.5
5103,592
5111,695
5115,221.5
5122,71.5
5126,268.5
5139,-284
5140,-30
5158,-424.5
5185,542
5186,309
5233,95
5234,88.5
5235,33.5
5251,800.5
5252,451
5253,420
5256,-292
5264,892
5265,-300
5287,246.86
5289,229
5456,244
5457,218.5
5293,84.5
5298,93
5300,239
5301,435.5
5302,309.5
5306,-60
5311,236
5317,-910.5
5322,-530.5
5326,180
5327,158
5328,98
5332,0
5341,-373
5344,682
5751,87.5
5354,91
5355,51.5
5356,-254
5357,-104
5358,80.5
5359,151
5369,133.5
5370,-1
5375,-1
5379,-176
5387,285
5390,148
5397,176
5398,59.5
5399,-77
5405,376
5408,247
5409,219.5
5411,104
5410,272.5
5415,-11.5
5423,118
5434,187.5
5439,110
5440,-67
5441,-255.5
5766,-36
5454,172
5464,207
5465,-78
5472,288
5473,288
5474,223.5
5475,193
5476,228
5481,172
5482,180
5483,436
5485,-438
5487,428
5488,-13
5489,-19
5491,152
5492,206
5493,-117
5497,179
5501,304
5502,204
5504,948
5507,366.5
5510,146
5511,0
5512,78.5
5519,23
5520,315
5524,68
5525,216
5526,178
5527,345
5528,-185
5530,6
5531,142.5
5535,-18
5536,-92
5537,-625
5538,233.5
5541,96.5
5542,36
5548,116
5549,430
5550,-648
5551,640
5553,20
5561,-46
5564,-99.5
5568,172
5571,198
5574,543.5
5584,57
5586,285
5587,-111
5591,172
5594,358
5598,-504
5599,53.5
5600,89
5605,6
5606,147.5
5609,19
5610,100.5
5613,-14
5621,616
5625,166.5
5628,-324
5629,259
5630,256
5631,459
5632,687
5638,-16.5
5639,96
5652,133
5649,-981.5
5648,-508.5
5646,86
5645,76.5
5653,-419
5654,241
5655,177
5656,184
5658,173.5
5767,-72
5660,1332
5663,26
5662,-574
5661,-478
5664,212
5674,106
5673,796
5666,-397.5
5665,-542.5
5670,548
5669,477
5678,81.5
5677,224
5679,-42
5687,-52.5
5688,60.5
5681,-538
5697,152
5698,88
5699,362
5701,12
5702,12
5691,-98
5694,-15.96
5693,181
5709,57
5719,206
5713,178.5
5715,365.5
5714,398
5718,273.5
5727,-306
5726,-68
5729,194
5725,-162
5722,352
5723,52
5721,258
5728,-304
5730,236
5731,577
5743,0
5733,266.5
5732,101
5742,313
5740,-59.5
5739,-19
5738,250.5
5737,139
5736,18
5735,67
5745,30
5744,50.5
5749,106
5750,185.5
5763,72
5759,139
5758,137
5755,320.5
5757,82
5756,32
5762,152
5761,348
5760,918
5764,-161.5
5765,-164
5779,88
5770,-2
5769,321
5771,661.5
5776,524
5775,436
5772,308
5774,-109
5773,1000
5782,719
5783,228
5781,372
5780,408
5778,-31
5777,148
5790,568
5789,292
5784,701
5785,216
5788,-708
5798,30
5792,64
5797,292
5794,761.5
5795,396
5796,38
5793,52
5801,312
5804,-33.5
5803,166
5802,96
5815,-100
5617,364
5805,202.5
5806,124
5811,372
5812,48
5807,137
5808,186
5809,28
5813,-324
5814,604
5817,477
5816,419.5
5818,296
5821,99
5819,376
5824,196
5823,-92
5825,320
5826,39
5829,324
5827,327.5
5828,324
5830,348
5832,346
5833,106
5834,112
5835,192
10137,1010
10326,849
1858,88
1859,70
1864,-125
1931,1
1974,131
1988,-119
2210,-669
2218,-169
2505,1770
2525,21
2533,479
2715,-114
3141,1320
3146,-59
3147,245
3148,-54
3156,-8
3165,-309
3166,17
3167,-148
3223,-143
3224,149
2803228,601
3232,56
3233,110
3239,52
3236,650
3257,-118
3260,-201
3263,-475
3267,360
3274,4588
3275,971
3276,747
3277,140
3283,557
3285,684
3286,744
3291,-70
3302,-162
3305,504
3312,716
3324,-55
3328,-7
3329,188
3332,512
3337,15
3340,764
3348,-157
3349,32
3355,1221
3380,477
3398,62
3419,394
3420,-44
3421,-39
3423,130
3424,154
3431,63
3438,313
3460,905
3476,825
10324,281
10328,287
10329,518
10331,41
10333,-83
10337,899
10338,743
10339,353
10340,431
10342,100
10371,72
3484,-187
3485,-44
3486,-109
3492,218
3497,-223
3501,109
3511,7
3513,104
3514,14
3515,74
3517,289
3522,50
3523,-25
3527,1210
3531,677
3532,137
3533,83
3546,121
3547,96
3548,-14
3550,159
3551,383
3554,-100
3557,-18
3558,285
3560,-376
3569,90
3573,245
28012246,50
3448,178
3588,265
3590,53
3597,-44
3599,142
3604,-73
3606,611
3607,-68
3609,139
3610,-358
3616,-80
3617,139
3618,-176
3619,126
3620,15
3621,-341
3622,193
3624,1207
3633,970
3634,1437
3635,351
2803642,345
3650,546
3651,583
3653,-54
3654,57
3655,357
3656,0
3657,115
3659,55
3665,1315
3666,951
3667,465
3668,803
3669,525
3670,-120
10404,-42
10405,-25
10462,818
10494,725
10554,2506
10649,2068
10659,740
10720,434
28010743,911
10744,907
10745,183
10748,-3
10752,97
10753,79
10754,149
10809,-63
10375,-446
10812,79
28010821,150
10825,1380
10832,1850
10846,-68
10858,1020
10865,90
10867,156
10878,-100
10885,50
10886,50
10905,625
10980,236
10981,59
10982,74
10928,15
10962,-24
28010963,-16
10994,78
28011030,1575
11109,-124
11110,-125
11132,1144
11136,-67
11150,137
11153,168
28011158,182
11485,-226
11540,60
28011582,912
11584,1055
28011729,533
28011730,422
28011752,283
28011774,-45
28011777,425
28011786,-175
28011787,85
28011790,145
28011870,-138
28011890,625
28011919,-200
28011931,295
28011932,345
28012088,49
28012093,180
28012114,153
28012133,289
28012161,241
28012181,450
28012191,168
28012199,137
28012200,42
28012232,575
28012233,480
28012240,350
28012274,1119
28012526,1255
28012532,517
28012779,-222
28012884,225
28012893,171
28012908,6
28012917,25
28012923,-337
28012944,725
28013041,0
28013062,207
28013063,-275
28013064,-425
28013065,610
28013073,-239
28013074,-200
28013075,26
28013095,-23
28013096,-200
28013124,450
28013155,-754
28013172,-504
28013173,121
28013180,-750
28013253,-100
28013276,250
28013296,-115
28013354,675
28013414,325
28013418,120
28013419,75
28013443,-75
28013454,1700
53201070,135
53201562,0
53201221,0
53201074,1679
53201757,1215
53201159,2612
53201821,0
53201229,0
53201369,0
53201854,2864
53201853,0
53201370,878
53201668,2964
53201864,741
53201902,993
53201594,0
53201593,0
53201566,2998
53201071,3097
53201373,911
53201365,3277.5
53201763,262
53201813,97
53201920,1449
53201921,0
53201843,6058.5
53201157,163
53201996,0
53201569,0
53201803,0
53201791,-33
53201807,64
53201326,1054
53201930,0
53201829,0
53201568,1098
53201905,1579
53201084,1147
53201838,0
53201073,0
53201362,1054
53201739,1009
53202001,2996
53201678,2713.5
53201616,2799
53201868,0
53201901,1899
53201888,1068
53201887,949
53201822,0
53202019,1375
53202031,1276
53202032,802
53202062,0
53202052,0
53202051,196
53202099,2799
53202103,956
53202111,495
53202139,229
53202154,399
53202172,396
53202551,0
53202552,0
53202178,0
53202197,2931
53202209,81
53202213,3030
53202224,0
53202226,0
53202227,2799
53202229,434
53202228,0
53202234,1085
53202245,0
53202251,1243
53202254,0
53202264,0
53202268,0
53202269,0
53202274,31
53202275,2931
53202291,2036
53202283,2326
53202289,35
53202300,3195
53202306,373
53202305,1382
53202316,0
53202315,168
53202320,866
53202323,289
53202328,4897
53202329,142
53202330,43
53202335,736
53202336,1515
53202339,1782
53202340,1848
53202357,384
53202353,2389
53202341,2000
53202349,18
53202348,119
53202358,4
53202374,713
53202379,0
53202377,2931
53202376,2406
53202396,0
53202392,0
53202385,2766
53202418,1901
53202405,1481
53202399,2832
53202414,510
53202402,2832
53202410,2766
53202409,2546
53202553,0
53202412,3440
53202411,3242
53202417,231
53202427,2434
53202423,378
53202425,0
53202448,2916
53202447,2781
53202424,2997
53202428,2366
53202429,0
53202463,2434
53202437,576
53202459,769
53202435,130
53202434,97
53202443,289
53202471,932
53202451,3723
53202450,2799
53202449,2799
53202470,2997
53202506,104
53202456,64
53202455,2602
53202465,0
53202462,202
53202490,276
53202508,1021
53202507,724
53202502,274
53202505,2865
53202485,0
53202496,272
53202504,1824
53202495,2630
53202503,2766
53202497,0
53202498,0
53202519,3351
53202518,3059
53202517,1212
53202516,2490
53202527,766
53202526,698
53202530,642
53202543,2799
53202577,2799
53202578,2931
53202536,1407
53202547,2676
53202546,2928
53202541,2602
53202542,1208
53202539,962
53202550,4119
53202560,1252
53202557,526
53202554,490
53202559,384
53202563,3129.87
53202567,3061
53202571,147
53202572,279
53202561,689
53202564,3094
53202566,1479
53202570,158
53202574,2662
53202580,241
53202575,2630
53202576,2602
53202579,102
53202592,2685
53202581,2766
53202582,2964
53202600,2735
53202583,1934
53202584,3162
53202588,2862
53202585,2444
53202587,2702
53202586,2702
53202607,2416.67
53202589,2332
53202590,552
53202597,2702
53202596,1285
53202594,2702
53202595,2735
53202591,2702
53202593,802
53202601,2768
53202602,2702
53202598,2652
53202604,2702
53202603,2702
1518,2190
1519,2060
1553,-420
1642,1610
1670,0
1677,1860
50140,0
50169,0
50183,2700
50184,1525
50185,1570
50193,-450
50202,-1065
50206,1680
50235,1770
50311,-420
50339,-45
50341,1560
50346,2280
50357,-1005
50358,-1005
50361,2235
50370,1440
50375,1620
50380,2760
50386,1550
50395,3990
50406,0
50413,-450
50440,1490
50445,1830
50503,2760
50507,2190
50517,2190
50518,3360
50519,2670
50536,1650
50546,0
50554,1920
50555,2580
50556,2730
50564,-450
50567,0
50568,0
50575,-1005
50578,1920
50581,1710
50593,2580
50594,2580
50606,1950
50616,1980
50617,1860
50620,1665
50624,1560
50625,1590
50626,2910
50628,1890
50629,1770
50630,2670
50633,1635
50648,2730
50651,2130
50654,1410
50655,1890
50660,1830
50661,1590
50662,2220
50663,2700
50665,1680
50666,1660
50667,1590
50668,2460
50674,2850
50681,1980
50683,2970
50687,1680
50691,1060
50694,2670
50695,1650
50703,2850
50704,2970
50705,2580
50706,2795
50711,1860
50712,2250
50713,2760
50715,1770
50714,1590
50719,2700
50720,2670
50725,1710
50732,2100
50733,1710
50735,2070
50741,2070
50742,720
50743,300
50746,-420
50748,1590
50749,2400
50750,2790
50751,1940
50753,2370
50755,-15
50757,1560
50759,2760
50760,2100
50761,1650
50762,1440
50766,1530
50769,0
50773,-705
50776,2700
50778,2040
50782,1890
50788,1830
50789,2460
50793,1950
50801,2580
50802,1800
50803,2610
50804,2760
50805,1650
50806,1830
50807,2010
680200001,2220
680200002,1650
68011852,1560
68011855,-690
68011856,-420
68011857,-600
68011859,-270
68011873,-150
68011874,-720
68011886,-120
68011891,-60
68011892,-810
68011893,-1050
68011905,-1080
68011909,2520
68011910,-960
68012153,-960
68012187,-720
68012216,-570
68012217,-570
68012269,-300
